Time,Coast,East,Far_West,North,North_Central,South,South_Central,West
2017-02-04 00:00:00+00:00,10281.96,1544.1,2231.44,1009.76,13145.11,2964.48,6913.3,1505.87
2017-02-04 01:00:00+00:00,10143.38,1567.85,2227.77,1033.47,12987.96,2955.69,6772.6,1488.89
2017-02-04 02:00:00+00:00,9884.98,1548.1,2212.67,1025.5,12614.68,2903.34,6517.8,1449.74
2017-02-04 03:00:00+00:00,9488.73,1483.96,2174.76,976.82,11947.61,2741.05,6162.18,1421.2
2017-02-04 04:00:00+00:00,8988.51,1400.99,2132.31,934.16,11193.78,2558.74,5775.33,1373.66
2017-02-04 05:00:00+00:00,8580.09,1322.9,2105.55,926.28,10655.86,2394.78,5469.04,1322.82
2017-02-04 06:00:00+00:00,8370.66,1321.06,2080.66,912.26,10349.66,2313.69,5274.83,1295.57
2017-02-04 07:00:00+00:00,8249.79,1316.07,2082.76,934.74,10191.41,2235.76,5099.02,1283.25
2017-02-04 08:00:00+00:00,8185.71,1306.26,2086.58,960.72,10156.5,2198.1,5049.96,1279.88
2017-02-04 09:00:00+00:00,8249.33,1322.52,2096.7,943.69,10277.11,2238.45,5136.43,1295.87
2017-02-04 10:00:00+00:00,8469.74,1373.58,2110.62,924.15,10667.43,2304.49,5307.33,1318.93
2017-02-04 11:00:00+00:00,8826.25,1455.07,2135.04,981.1,11250.97,2395.21,5577.74,1371.02
2017-02-04 12:00:00+00:00,9155.08,1512.44,2172.42,1007.43,11895.27,2484.5,5913.02,1420.06
2017-02-04 13:00:00+00:00,9562.99,1571.87,2187.75,1049.96,12463.81,2556.99,6200.98,1458.88
2017-02-04 14:00:00+00:00,9922.68,1574.81,2177.54,1087.03,12972.89,2616.36,6383.52,1477.85
2017-02-04 15:00:00+00:00,10111.22,1566.56,2185.37,1106.64,13174.11,2742.87,6452.15,1453.7
2017-02-04 16:00:00+00:00,10100.25,1521.34,2152.65,1097.31,13085.37,2843.85,6446.32,1411.86
2017-02-04 17:00:00+00:00,9923.35,1486.01,2130.93,1081.42,12738.74,2824.55,6318.79,1349.69
2017-02-04 18:00:00+00:00,9742.05,1431.96,2073.87,1057.35,12180.08,2804.69,6209.87,1312.1
2017-02-04 19:00:00+00:00,9573.71,1400.17,2021.54,1009.96,11817.32,2774.7,6097.91,1300.42
2017-02-04 20:00:00+00:00,9445.46,1395.92,2004.95,972.77,11637.47,2710.9,6069.76,1280.88
2017-02-04 21:00:00+00:00,9440.25,1433.87,1997.54,944.44,11664.06,2701.0,6096.0,1282.9
2017-02-04 22:00:00+00:00,9634.16,1473.22,1998.84,926.95,11938.42,2722.95,6229.02,1298.87
2017-02-04 23:00:00+00:00,10037.66,1540.28,2019.02,956.01,12409.07,2851.77,6466.43,1395.29
2017-02-05 00:00:00+00:00,10006.17,1482.38,2059.51,966.65,12269.93,2894.36,6449.31,1402.3
2017-02-05 01:00:00+00:00,9813.72,1476.02,2081.18,965.04,12001.98,2830.62,6308.38,1364.38
2017-02-05 02:00:00+00:00,9531.76,1466.4,2089.27,942.77,11645.63,2765.92,6077.36,1344.95
2017-02-05 03:00:00+00:00,9139.06,1410.92,2056.65,905.09,11053.36,2652.91,5755.83,1307.26
2017-02-05 04:00:00+00:00,8685.66,1325.26,2033.77,883.47,10408.04,2484.77,5373.68,1248.13
2017-02-05 05:00:00+00:00,8281.25,1259.95,2024.07,861.09,9862.24,2352.17,5046.22,1206.92
2017-02-05 06:00:00+00:00,8027.63,1225.68,2008.3,854.36,9481.91,2228.61,4824.84,1187.01
2017-02-05 07:00:00+00:00,7873.26,1194.63,1996.99,840.04,9284.67,2150.64,4671.36,1171.36
2017-02-05 08:00:00+00:00,7786.88,1151.51,2005.59,828.82,9171.66,2121.93,4569.19,1155.5
2017-02-05 09:00:00+00:00,7777.56,1178.28,2025.6,848.1,9197.02,2113.66,4540.97,1145.74
2017-02-05 10:00:00+00:00,7846.26,1183.34,2044.98,867.78,9419.26,2140.82,4627.02,1164.93
2017-02-05 11:00:00+00:00,8036.56,1222.07,2079.51,875.19,9755.7,2205.7,4799.69,1198.39
2017-02-05 12:00:00+00:00,8176.03,1240.94,2118.54,902.95,10199.58,2227.88,5010.06,1249.19
2017-02-05 13:00:00+00:00,8448.33,1318.24,2108.03,926.05,10649.29,2356.52,5235.66,1269.44
2017-02-05 14:00:00+00:00,8883.61,1346.44,2104.58,918.79,10916.36,2526.19,5412.03,1246.33
2017-02-05 15:00:00+00:00,9243.66,1347.72,2059.22,921.22,10850.62,2648.73,5462.54,1195.77
2017-02-05 16:00:00+00:00,9562.02,1326.47,2012.73,943.41,10560.29,2735.88,5418.51,1114.67
2017-02-05 17:00:00+00:00,9854.24,1301.68,2000.5,926.97,10276.12,2815.37,5395.6,1104.51
2017-02-05 18:00:00+00:00,10073.44,1287.77,1998.63,910.83,10116.46,2895.03,5359.13,1085.6
2017-02-05 19:00:00+00:00,10167.96,1280.74,1996.85,903.28,10083.66,2946.13,5362.01,1066.89
2017-02-05 20:00:00+00:00,10232.45,1232.2,2025.18,878.95,10126.93,2961.31,5405.0,1088.61
2017-02-05 21:00:00+00:00,10315.91,1264.34,2004.12,875.61,10222.38,2959.5,5431.5,1090.81
2017-02-05 22:00:00+00:00,10240.12,1305.91,2039.55,815.49,10303.72,2921.5,5396.24,1141.16
2017-02-05 23:00:00+00:00,10369.44,1335.69,2029.78,845.07,10639.7,2933.52,5601.57,1188.9
2017-02-06 00:00:00+00:00,10298.9,1379.53,1999.05,969.64,10638.21,2966.72,5677.09,1094.53
2017-02-06 01:00:00+00:00,10136.4,1365.45,2012.42,886.13,10511.31,2935.89,5595.07,1162.41
2017-02-06 02:00:00+00:00,9923.04,1326.96,2013.04,866.13,10256.46,2868.86,5415.56,1142.51
2017-02-06 03:00:00+00:00,9729.56,1319.12,1994.89,824.05,9915.38,2857.76,5285.23,1127.51
2017-02-06 04:00:00+00:00,9120.58,1191.49,1954.83,784.53,8980.61,2609.27,4781.69,1067.07
2017-02-06 05:00:00+00:00,8581.83,1121.14,1919.75,765.35,8277.82,2387.81,4415.1,1025.55
2017-02-06 06:00:00+00:00,8253.78,1065.18,1898.0,771.49,7885.13,2261.08,4179.73,1006.55
2017-02-06 07:00:00+00:00,8096.19,1052.43,1900.07,761.99,7704.32,2179.2,4071.89,1013.82
2017-02-06 08:00:00+00:00,8061.57,1052.88,1900.25,770.37,7679.9,2145.02,4054.29,1027.09
2017-02-06 09:00:00+00:00,8231.12,1085.63,1915.13,795.62,7919.23,2163.95,4153.58,1050.38
2017-02-06 10:00:00+00:00,8764.29,1136.44,1964.11,834.33,8652.68,2272.82,4540.2,1082.08
2017-02-06 11:00:00+00:00,9601.89,1296.79,2054.96,924.38,9977.45,2556.57,5211.43,1197.58
2017-02-06 12:00:00+00:00,9885.96,1332.88,2102.26,950.92,10648.74,2663.92,5561.57,1250.07
2017-02-06 13:00:00+00:00,10029.56,1285.61,2081.5,962.34,10671.3,2699.01,5576.74,1209.93
2017-02-06 14:00:00+00:00,10357.41,1331.41,2060.38,982.9,10885.2,2817.71,5650.24,1162.75
2017-02-06 15:00:00+00:00,10764.35,1338.76,2003.22,966.92,11142.78,2936.56,5714.89,1199.62
2017-02-06 16:00:00+00:00,11045.11,1369.51,2078.44,1020.6,11478.12,3044.93,5816.6,1149.63
2017-02-06 17:00:00+00:00,11227.81,1380.22,2087.06,976.99,11647.8,3164.31,5908.83,1162.57
2017-02-06 18:00:00+00:00,11527.35,1379.44,2059.05,1022.34,11805.84,3278.3,5938.52,1128.47
2017-02-06 19:00:00+00:00,11677.78,1382.16,2044.28,1032.68,11852.19,3380.34,5928.26,1153.96
2017-02-06 20:00:00+00:00,11632.2,1377.64,2045.17,981.13,11841.11,3418.63,5970.0,1192.63
2017-02-06 21:00:00+00:00,11472.29,1393.07,2048.99,939.98,11879.28,3397.2,6025.94,1196.32
2017-02-06 22:00:00+00:00,11337.36,1452.89,2044.38,930.8,11938.75,3308.67,6109.29,1186.14
2017-02-06 23:00:00+00:00,11586.68,1533.52,2085.61,977.92,12492.32,3337.36,6438.59,1278.49
2017-02-07 00:00:00+00:00,11500.44,1559.62,2113.9,1006.25,12521.84,3410.93,6541.01,1325.37
2017-02-07 01:00:00+00:00,11273.74,1526.23,2093.13,964.93,12322.5,3341.68,6417.97,1281.59
2017-02-07 02:00:00+00:00,10830.36,1424.47,2071.45,933.06,11725.61,3214.88,6077.61,1248.96
2017-02-07 03:00:00+00:00,10154.48,1326.96,2020.27,872.37,10815.8,2975.33,5605.14,1167.76
2017-02-07 04:00:00+00:00,9438.9,1223.5,1977.95,826.33,9846.77,2688.9,5080.9,1115.92
2017-02-07 05:00:00+00:00,8919.83,1146.72,1952.68,787.81,9096.0,2468.68,4701.23,1090.74
2017-02-07 06:00:00+00:00,8635.49,1106.64,1939.48,770.95,8633.81,2327.71,4489.61,1060.3
2017-02-07 07:00:00+00:00,8451.1,1091.44,1928.95,758.16,8281.37,2247.92,4357.93,1055.07
2017-02-07 08:00:00+00:00,8399.59,1073.48,1922.58,758.03,8173.44,2197.04,4293.34,1058.99
2017-02-07 09:00:00+00:00,8561.61,1078.41,1948.41,768.57,8275.19,2172.98,4369.91,1071.96
2017-02-07 10:00:00+00:00,9138.7,1153.79,2003.55,787.0,8972.16,2291.77,4660.05,1128.75
2017-02-07 11:00:00+00:00,10012.55,1317.38,2091.86,856.9,10213.06,2628.72,5327.48,1214.39
2017-02-07 12:00:00+00:00,10356.56,1359.08,2136.0,879.35,10751.93,2705.58,5588.28,1244.33
2017-02-07 13:00:00+00:00,10461.71,1364.18,2098.73,887.68,10717.13,2677.45,5592.49,1201.88
2017-02-07 14:00:00+00:00,10840.52,1405.45,2068.96,878.78,10884.41,2771.78,5718.16,1149.74
2017-02-07 15:00:00+00:00,11339.71,1448.12,2022.39,896.66,11023.84,2918.98,5895.57,1099.83
2017-02-07 16:00:00+00:00,11793.68,1398.95,2043.76,913.52,11181.94,3107.72,6076.49,1089.78
2017-02-07 17:00:00+00:00,12237.39,1444.44,2049.07,907.14,11309.12,3334.16,6273.69,1070.57
2017-02-07 18:00:00+00:00,12634.22,1479.6,2051.29,912.61,11438.86,3553.34,6417.89,1097.73
2017-02-07 19:00:00+00:00,12771.77,1447.06,2049.74,920.92,11530.71,3729.96,6539.77,1118.11
2017-02-07 20:00:00+00:00,12790.11,1454.23,2041.76,920.17,11647.3,3833.36,6662.17,1123.54
2017-02-07 21:00:00+00:00,12596.0,1442.06,2035.39,926.33,11663.52,3872.69,6714.27,1135.6
2017-02-07 22:00:00+00:00,12286.19,1428.82,2021.6,875.38,11648.0,3757.69,6653.26,1185.56
2017-02-07 23:00:00+00:00,12198.22,1460.69,2037.19,903.62,12016.91,3660.93,6757.33,1257.37
2017-02-08 00:00:00+00:00,11914.66,1424.52,2089.08,779.09,12189.13,3621.58,6654.7,1295.68
2017-02-08 01:00:00+00:00,11519.79,1307.73,2082.53,759.06,11907.05,3487.64,6406.57,1281.31
2017-02-08 02:00:00+00:00,10938.0,1323.12,2052.29,552.44,11380.78,3284.23,5939.18,1223.28
2017-02-08 03:00:00+00:00,10070.6,1201.33,1994.88,633.81,10267.91,3026.89,5372.1,1187.49
2017-02-08 04:00:00+00:00,9298.83,1087.58,1958.02,813.66,9175.46,2742.37,4846.92,1142.09
2017-02-08 05:00:00+00:00,8630.12,1060.47,1919.37,775.97,8452.22,2495.96,4416.5,1100.68
2017-02-08 06:00:00+00:00,8305.17,999.19,1904.98,762.99,8085.15,2359.59,4170.81,1077.46
2017-02-08 07:00:00+00:00,8107.61,1006.81,1911.6,756.19,7919.83,2281.2,4063.38,1060.64
2017-02-08 08:00:00+00:00,8076.47,1011.83,1927.99,755.05,7883.02,2248.21,4040.6,1067.23
2017-02-08 09:00:00+00:00,8262.09,1036.54,1957.66,759.66,8152.12,2256.92,4153.73,1092.84
2017-02-08 10:00:00+00:00,8848.1,1131.69,1981.48,794.37,8913.53,2372.31,4556.69,1159.47
2017-02-08 11:00:00+00:00,9777.92,1289.25,2065.05,874.64,10322.43,2709.79,5288.83,1275.61
2017-02-08 12:00:00+00:00,10066.78,1338.29,2106.61,915.84,10933.34,2822.41,5527.83,1328.72
2017-02-08 13:00:00+00:00,10166.82,1351.28,2067.97,928.28,10851.99,2773.51,5453.21,1248.2
2017-02-08 14:00:00+00:00,10525.9,1370.25,2031.86,929.44,10847.7,2846.79,5452.26,1147.7
2017-02-08 15:00:00+00:00,11053.13,1384.58,2038.95,971.46,10921.89,2989.4,5584.93,1117.7
2017-02-08 16:00:00+00:00,11610.15,1392.2,2028.28,970.19,10937.4,3187.97,5750.32,1084.44
2017-02-08 17:00:00+00:00,12148.01,1398.26,2021.33,991.41,10876.51,3401.2,5906.57,1076.01
2017-02-08 18:00:00+00:00,12762.65,1410.9,2048.7,994.44,10847.61,3660.65,6087.24,1125.45
2017-02-08 19:00:00+00:00,13208.41,1446.92,2046.95,964.53,10773.36,3857.71,6298.46,1135.0
2017-02-08 20:00:00+00:00,13441.09,1435.6,2069.52,919.52,10680.45,3968.08,6474.8,1188.02
2017-02-08 21:00:00+00:00,13511.96,1419.84,2084.71,907.25,10653.02,3994.72,6611.99,1198.23
2017-02-08 22:00:00+00:00,12931.39,1408.79,2037.32,862.42,10856.68,3872.58,6586.33,1195.78
2017-02-08 23:00:00+00:00,12554.56,1464.73,2040.38,915.87,11576.67,3750.32,6619.87,1212.32
2017-02-09 00:00:00+00:00,12202.26,1433.47,2057.53,946.57,11856.67,3692.25,6587.0,1222.69
2017-02-09 01:00:00+00:00,11547.23,1398.59,2044.69,952.37,11744.58,3571.9,6275.84,1217.82
2017-02-09 02:00:00+00:00,10728.63,1304.03,2033.42,936.29,11334.22,3381.04,5819.66,1190.92
2017-02-09 03:00:00+00:00,9722.17,1229.21,1960.2,894.58,10616.74,3085.24,5239.49,1144.41
2017-02-09 04:00:00+00:00,8794.48,1150.59,1922.98,851.31,9930.78,2733.71,4701.31,1105.14
2017-02-09 05:00:00+00:00,8175.19,1061.67,1892.17,839.12,9616.52,2477.38,4333.8,1065.33
2017-02-09 06:00:00+00:00,7807.8,1065.44,1883.47,851.89,9489.43,2350.78,4111.36,1099.34
2017-02-09 07:00:00+00:00,7591.19,1083.02,1890.29,879.46,9555.86,2301.28,4016.29,1104.47
2017-02-09 08:00:00+00:00,7494.31,1091.65,1912.07,921.58,9813.68,2204.02,4060.97,1116.84
2017-02-09 09:00:00+00:00,7633.4,1145.29,1935.41,961.05,10477.6,2177.78,4223.22,1161.84
2017-02-09 10:00:00+00:00,8184.74,1196.37,1992.41,1031.37,11779.17,2291.71,4694.27,1239.63
2017-02-09 11:00:00+00:00,9096.35,1432.17,2098.54,1139.81,13695.02,2593.09,5562.34,1382.98
2017-02-09 12:00:00+00:00,9337.23,1525.2,2097.3,1169.04,14607.23,2657.77,5924.87,1431.44
2017-02-09 13:00:00+00:00,9433.72,1526.9,2034.29,1155.05,14269.97,2614.63,5826.9,1392.39
2017-02-09 14:00:00+00:00,9608.02,1513.71,2021.25,1150.89,13763.29,2647.83,5759.05,1324.26
2017-02-09 15:00:00+00:00,9754.75,1414.45,2011.42,1135.79,13136.09,2698.24,5641.98,1243.89
2017-02-09 16:00:00+00:00,9816.12,1384.92,2035.5,1112.4,12433.01,2745.16,5537.21,1184.46
2017-02-09 17:00:00+00:00,9854.88,1339.07,2036.04,1080.91,11820.18,2785.79,5435.86,1154.03
2017-02-09 18:00:00+00:00,10012.22,1296.69,2042.73,1061.35,11385.82,2881.09,5394.15,1156.57
2017-02-09 19:00:00+00:00,10088.45,1258.03,2046.64,1039.11,11051.01,2960.19,5375.39,1135.98
2017-02-09 20:00:00+00:00,10134.5,1262.36,2028.84,1025.69,10811.97,3005.95,5388.34,1113.72
2017-02-09 21:00:00+00:00,10119.89,1279.01,2054.29,1010.1,10796.36,3005.86,5434.81,1137.33
2017-02-09 22:00:00+00:00,9961.62,1298.68,2041.36,965.22,10951.53,2922.33,5523.63,1177.12
2017-02-09 23:00:00+00:00,10101.8,1392.8,2054.23,1007.44,11790.36,2957.88,5793.84,1274.59
2017-02-10 00:00:00+00:00,10111.48,1412.07,2103.41,1051.1,12232.81,3032.37,5986.29,1346.0
2017-02-10 01:00:00+00:00,9925.53,1425.55,2108.28,1058.89,12243.23,3011.84,5951.17,1361.87
2017-02-10 02:00:00+00:00,9520.35,1396.01,2088.88,1028.22,11904.88,2901.11,5681.35,1328.34
2017-02-10 03:00:00+00:00,8914.95,1317.24,2031.7,976.21,11093.68,2720.8,5237.74,1275.89
2017-02-10 04:00:00+00:00,8343.89,1219.92,1987.07,942.43,10337.85,2476.25,4807.52,1207.54
2017-02-10 05:00:00+00:00,7973.31,1229.1,1966.23,923.07,9866.36,2288.63,4535.21,1172.23
2017-02-10 06:00:00+00:00,7777.23,1170.88,1953.6,916.95,9649.37,2179.53,4454.27,1172.26
2017-02-10 07:00:00+00:00,7677.38,1188.89,1954.62,913.25,9544.96,2115.04,4384.21,1167.26
2017-02-10 08:00:00+00:00,7697.75,1196.35,1957.2,918.32,9618.11,2084.66,4333.97,1167.89
2017-02-10 09:00:00+00:00,7889.77,1241.09,1972.39,941.34,9958.33,2105.02,4478.17,1196.17
2017-02-10 10:00:00+00:00,8479.45,1353.6,2020.97,1002.32,10925.37,2231.99,4867.23,1255.79
2017-02-10 11:00:00+00:00,9375.89,1571.04,2092.77,1095.96,12394.25,2575.65,5591.93,1349.32
2017-02-10 12:00:00+00:00,9627.37,1563.14,2135.97,1118.62,12826.44,2707.29,5819.24,1391.32
2017-02-10 13:00:00+00:00,9688.09,1530.63,2117.18,1112.58,12433.26,2702.14,5733.14,1316.19
2017-02-10 14:00:00+00:00,9857.04,1503.97,2119.74,1123.84,12165.24,2795.57,5702.07,1205.65
2017-02-10 15:00:00+00:00,10027.07,1481.17,2118.95,1086.44,11789.42,2916.49,5670.55,1195.4
2017-02-10 16:00:00+00:00,10168.43,1402.97,2100.58,1059.55,11377.15,3037.45,5644.93,1136.04
2017-02-10 17:00:00+00:00,10231.16,1342.43,2091.97,1035.56,11025.25,3115.34,5614.2,1106.84
2017-02-10 18:00:00+00:00,10359.72,1329.52,2102.23,1036.99,10911.85,3237.67,5609.18,1126.03
2017-02-10 19:00:00+00:00,10441.54,1263.39,2100.51,1022.73,10864.28,3349.33,5639.86,1112.33
2017-02-10 20:00:00+00:00,10442.34,1242.25,2123.83,992.53,10794.42,3369.6,5702.41,1161.68
2017-02-10 21:00:00+00:00,10405.08,1259.53,2144.23,953.75,10783.03,3400.32,5784.81,1196.71
2017-02-10 22:00:00+00:00,10356.99,1265.0,2116.99,907.66,10817.97,3305.34,5829.01,1202.55
2017-02-10 23:00:00+00:00,10553.1,1296.9,2124.44,938.95,11153.98,3253.6,6006.42,1253.08
2017-02-11 00:00:00+00:00,10526.6,1298.24,2143.83,951.68,11228.41,3244.41,6030.05,1278.75
2017-02-11 01:00:00+00:00,10352.49,1333.42,2125.65,933.35,10860.25,3117.05,5841.85,1265.19
2017-02-11 02:00:00+00:00,10109.91,1305.29,2097.32,916.56,10511.23,2995.42,5613.06,1214.99
2017-02-11 03:00:00+00:00,9738.17,1247.72,2058.32,886.39,9863.37,2854.63,5306.02,1158.09
2017-02-11 04:00:00+00:00,9198.56,1166.28,2012.62,842.84,9245.93,2668.48,4919.21,1102.98
2017-02-11 05:00:00+00:00,8694.24,1094.95,1971.82,805.62,8643.48,2483.19,4598.88,1045.3
2017-02-11 06:00:00+00:00,8393.78,1072.28,1943.54,785.83,8226.12,2350.25,4364.7,1030.65
2017-02-11 07:00:00+00:00,8196.87,1042.36,1921.85,775.12,7976.69,2259.05,4179.55,1009.21
2017-02-11 08:00:00+00:00,8111.97,1019.22,1909.7,775.69,7842.25,2202.11,4156.16,1007.08
2017-02-11 09:00:00+00:00,8111.79,1008.55,1918.28,770.8,7876.99,2189.62,4129.28,1013.57
2017-02-11 10:00:00+00:00,8252.97,1042.18,1916.16,791.32,8137.31,2228.84,4254.01,1026.07
2017-02-11 11:00:00+00:00,8592.47,1103.03,1929.65,828.32,8618.03,2331.09,4505.87,1056.43
2017-02-11 12:00:00+00:00,8809.24,1132.12,1974.09,853.4,9093.09,2383.8,4773.51,1093.26
2017-02-11 13:00:00+00:00,9266.8,1199.66,1971.46,889.34,9658.24,2562.76,5073.69,1111.5
2017-02-11 14:00:00+00:00,9842.1,1275.58,1992.2,965.32,10293.15,2806.72,5372.02,1044.9
2017-02-11 15:00:00+00:00,10371.25,1300.26,2008.09,975.05,10751.25,3039.86,5592.65,1067.68
2017-02-11 16:00:00+00:00,10883.56,1341.76,2031.25,997.1,11102.92,3266.48,5720.73,1090.84
2017-02-11 17:00:00+00:00,11344.17,1385.3,2059.02,996.53,11395.44,3463.52,5886.6,1102.91
2017-02-11 18:00:00+00:00,11691.93,1417.2,2086.92,1003.58,11627.6,3597.68,6143.05,1124.06
2017-02-11 19:00:00+00:00,11870.37,1453.86,2114.69,1027.15,11923.35,3682.31,6384.01,1153.22
2017-02-11 20:00:00+00:00,11881.35,1488.11,2143.13,1046.55,12222.55,3717.14,6640.57,1179.53
2017-02-11 21:00:00+00:00,11716.43,1492.68,2140.72,1045.22,12416.71,3680.16,6803.2,1204.55
2017-02-11 22:00:00+00:00,11370.48,1432.91,2128.45,943.54,12401.65,3570.98,6808.53,1265.11
2017-02-11 23:00:00+00:00,11326.11,1428.19,2114.52,922.35,12458.4,3449.0,6767.96,1274.37
2017-02-12 00:00:00+00:00,11215.56,1453.08,2113.08,935.13,12348.46,3385.89,6704.07,1290.0
2017-02-12 01:00:00+00:00,10954.05,1392.79,2083.53,930.59,11936.41,3226.41,6480.96,1260.53
2017-02-12 02:00:00+00:00,10609.21,1377.84,2060.62,889.39,11471.01,3091.38,6163.95,1207.99
2017-02-12 03:00:00+00:00,10140.15,1323.36,2031.19,855.46,10806.32,2932.52,5784.37,1137.19
2017-02-12 04:00:00+00:00,9578.26,1210.34,1983.64,828.55,10020.77,2745.58,5310.23,1093.62
2017-02-12 05:00:00+00:00,9048.59,1165.99,1948.45,809.53,9274.29,2564.78,4896.94,1062.6
2017-02-12 06:00:00+00:00,8675.7,1088.64,1914.42,792.78,8739.06,2409.68,4578.46,1021.64
2017-02-12 07:00:00+00:00,8403.63,1057.99,1881.01,775.01,8324.52,2310.47,4356.27,984.22
2017-02-12 08:00:00+00:00,8261.66,1016.58,1897.78,768.06,8084.19,2248.07,4263.37,980.84
2017-02-12 09:00:00+00:00,8199.06,984.76,1901.3,762.88,7975.93,2211.7,4204.46,1019.75
2017-02-12 10:00:00+00:00,8220.17,1023.07,1927.23,758.29,7999.45,2212.56,4278.34,991.27
2017-02-12 11:00:00+00:00,8365.36,1057.49,1922.73,774.48,8250.42,2261.02,4404.34,1045.03
2017-02-12 12:00:00+00:00,8411.97,1088.3,1947.8,798.55,8491.68,2282.65,4595.57,1083.61
2017-02-12 13:00:00+00:00,8826.18,1154.55,1982.87,856.97,9071.54,2449.51,4870.49,1113.38
2017-02-12 14:00:00+00:00,9439.45,1246.92,2024.75,911.28,9699.62,2693.9,5245.74,1108.58
2017-02-12 15:00:00+00:00,10139.81,1265.86,2045.16,921.36,10055.07,2934.38,5496.24,1105.29
2017-02-12 16:00:00+00:00,10731.39,1288.28,2016.15,930.45,10189.13,3086.71,5767.27,1108.54
2017-02-12 17:00:00+00:00,11403.19,1332.8,2052.55,939.89,10317.76,3269.17,6076.68,1108.85
2017-02-12 18:00:00+00:00,11932.7,1400.69,2052.67,914.83,10371.9,3387.6,6271.32,1131.78
2017-02-12 19:00:00+00:00,12277.73,1410.7,2028.83,884.04,10337.69,3466.48,6405.32,1149.73
2017-02-12 20:00:00+00:00,12447.89,1412.55,2020.52,896.39,10221.43,3482.32,6541.85,1128.66
2017-02-12 21:00:00+00:00,12391.09,1399.36,2041.6,868.46,10156.37,3466.84,6592.56,1149.2
2017-02-12 22:00:00+00:00,12044.93,1405.57,2073.5,855.26,10364.62,3384.98,6539.4,1179.45
2017-02-12 23:00:00+00:00,11973.54,1470.0,2119.62,878.67,10950.78,3364.63,6628.38,1202.19
2017-02-13 00:00:00+00:00,11828.04,1471.23,2156.24,878.74,11056.6,3431.08,6630.12,1230.75
2017-02-13 01:00:00+00:00,11399.32,1411.75,2154.43,864.53,10729.49,3338.1,6309.07,1210.81
2017-02-13 02:00:00+00:00,10860.65,1346.2,2144.84,831.34,10242.02,3212.25,5938.07,1184.47
2017-02-13 03:00:00+00:00,10140.89,1251.44,2114.86,795.25,9461.27,3016.95,5451.49,1130.64
2017-02-13 04:00:00+00:00,9366.09,1165.84,2065.87,730.43,8658.35,2756.5,4920.82,1065.41
2017-02-13 05:00:00+00:00,8759.18,1070.89,2028.95,711.7,8029.42,2534.52,4511.81,1013.19
2017-02-13 06:00:00+00:00,8401.74,1033.38,2013.11,682.44,7714.04,2398.72,4248.24,1006.43
2017-02-13 07:00:00+00:00,8196.13,989.92,2008.19,689.53,7575.92,2313.96,4111.51,1002.73
2017-02-13 08:00:00+00:00,8156.91,988.84,2000.98,700.4,7602.47,2276.35,4054.61,995.51
2017-02-13 09:00:00+00:00,8330.22,1017.26,2021.95,712.82,7885.4,2289.13,4126.32,1013.81
2017-02-13 10:00:00+00:00,8891.04,1092.86,2052.08,763.61,8695.89,2426.15,4489.4,1054.35
2017-02-13 11:00:00+00:00,9729.24,1244.04,2145.24,845.21,10107.47,2756.73,5136.26,1170.07
2017-02-13 12:00:00+00:00,9937.68,1302.93,2187.4,888.27,10833.2,2834.49,5405.53,1218.78
2017-02-13 13:00:00+00:00,10008.72,1295.84,2196.6,911.07,10813.52,2852.31,5420.68,1234.69
2017-02-13 14:00:00+00:00,10259.59,1327.13,2198.11,919.89,10945.47,3004.76,5487.29,1235.48
2017-02-13 15:00:00+00:00,10479.94,1334.38,2207.9,943.76,11042.75,3165.07,5582.8,1251.12
2017-02-13 16:00:00+00:00,10676.02,1353.97,2200.48,950.49,11013.82,3307.02,5703.3,1269.93
2017-02-13 17:00:00+00:00,10859.38,1343.53,2183.8,925.11,10960.88,3412.5,5834.66,1272.92
2017-02-13 18:00:00+00:00,11153.66,1353.63,2193.44,916.59,10936.7,3505.75,5982.88,1249.91
2017-02-13 19:00:00+00:00,11385.51,1176.09,2193.16,898.65,10923.47,3560.78,6101.05,1260.07
2017-02-13 20:00:00+00:00,11403.46,1308.87,2178.38,885.73,10666.1,3558.09,6133.62,1290.77
2017-02-13 21:00:00+00:00,11246.17,1359.54,2209.37,890.1,10679.06,3534.77,6184.05,1317.73
2017-02-13 22:00:00+00:00,10961.88,1380.57,2231.27,931.24,10940.72,3421.3,6269.11,1333.89
2017-02-13 23:00:00+00:00,11091.03,1462.88,2274.97,951.88,11584.61,3391.62,6550.9,1415.53
2017-02-14 00:00:00+00:00,11049.39,1467.34,2294.91,979.63,11717.09,3452.88,6638.88,1408.17
2017-02-14 01:00:00+00:00,10790.72,1431.23,2269.51,975.0,11504.64,3383.44,6475.59,1390.02
2017-02-14 02:00:00+00:00,10364.96,1383.39,2228.33,913.35,11027.31,3254.97,6157.04,1362.66
2017-02-14 03:00:00+00:00,9708.86,1278.84,2174.72,904.23,10208.92,3048.92,5648.39,1264.24
2017-02-14 04:00:00+00:00,8998.96,1186.35,2138.67,834.92,9398.49,2765.82,5097.39,1222.72
2017-02-14 05:00:00+00:00,8495.18,1117.42,2102.09,809.81,8896.11,2565.59,4671.2,1185.62
2017-02-14 06:00:00+00:00,8196.63,1053.95,2081.97,811.37,8716.12,2439.86,4439.49,1196.43
2017-02-14 07:00:00+00:00,8008.28,1047.69,2097.67,813.29,8623.02,2360.28,4293.65,1163.71
